Winkel;Force left;Force right;Total press force;Kanal LENKIMAS DS;Kanal LENKIMAS OS;Kanal TARP PUANSONU;Kanal ROUND PUNCH;OS DOUBLE;DS DOUBLE;PLOTIS OS;SLIDE
285,200;0,000;0,000;0,000;0,000;22,000;-22,000;3343,000;0,061;0,305;1999,939;0,183
285,300;0,000;0,000;0,000;0,000;22,000;-22,000;3343,000;0,061;0,183;1999,939;0,244
285,400;0,000;0,000;0,000;0,000;22,000;-22,000;3343,000;0,122;0,183;1999,939;0,061
285,500;0,000;0,000;0,000;0,000;22,000;-22,000;3343,000;0,122;0,183;1999,939;0,183
285,600;0,000;0,000;0,000;0,000;22,000;-22,000;3343,000;0,061;0,122;1999,939;0,183
285,700;0,000;0,000;0,000;0,000;22,000;-22,000;3343,000;0,000;0,000;1999,939;0,183
285,800;0,000;0,000;0,000;0,000;22,000;-22,000;3343,000;0,000;0,122;1999,939;0,061
285,900;0,000;0,000;0,000;0,000;22,000;-22,000;3343,000;0,061;0,244;1999,939;0,183
286,000;0,000;0,000;0,000;0,000;22,000;-22,000;3343,000;0,000;0,183;1999,939;0,244
286,100;0,000;0,000;0,000;0,000;22,000;-22,000;3343,000;0,061;0,244;1999,939;0,122
286,200;0,000;0,000;0,000;0,000;22,000;-22,000;3343,000;0,000;0,061;1999,939;0,183
286,300;0,000;0,000;0,000;0,000;22,000;-22,000;3343,000;0,000;0,366;1999,939;0,122
286,400;0,000;0,000;0,000;0,000;22,000;-22,000;3343,000;0,183;0,305;1999,939;0,122
286,500;0,000;0,000;0,000;0,000;22,000;-22,000;3343,000;0,061;0,183;1999,939;0,061
286,600;0,000;0,000;0,000;0,000;22,000;-22,000;3343,000;0,061;0,183;1999,939;0,183
286,700;0,000;0,000;0,000;0,000;22,000;-22,000;3343,000;0,122;0,061;1999,939;0,122
286,800;0,000;0,000;0,000;0,000;22,000;-22,000;3343,000;0,122;0,244;1999,939;0,122
286,900;0,000;0,000;0,000;0,000;22,000;-22,000;3335,128;0,000;0,183;1999,939;0,122
287,000;0,000;0,000;0,000;0,000;22,000;-22,000;3321,000;0,000;0,183;1999,939;0,183
287,100;0,000;0,000;0,000;0,000;22,000;-22,000;3321,000;0,000;0,061;1999,939;0,305
287,200;0,000;0,000;0,000;0,000;22,000;-22,000;3321,000;-0,061;0,305;1999,939;0,061
287,300;0,000;0,000;0,000;0,000;22,000;-22,000;3321,000;0,000;0,183;1999,939;0,183
287,400;0,000;0,000;0,000;0,000;22,000;-22,000;3321,000;0,000;0,122;1999,939;0,122
287,500;0,000;0,000;0,000;0,000;22,000;-22,000;3321,000;0,061;0,183;1999,939;0,183
287,600;0,000;0,000;0,000;0,000;22,000;-22,000;3321,000;0,000;0,244;1999,939;0,183
287,700;0,000;0,000;0,000;0,000;22,000;-22,000;3321,000;0,061;0,061;1999,939;0,122
287,800;0,000;0,000;0,000;0,000;22,000;-22,000;3321,000;0,000;0,122;1999,939;0,183
287,900;0,000;0,000;0,000;0,000;22,000;-22,000;3321,000;0,000;0,244;1999,939;0,122
288,000;0,000;0,000;0,000;0,000;22,000;-22,000;3321,000;0,061;0,122;1999,939;0,183
288,100;0,000;0,000;0,000;0,000;22,000;-22,000;3321,000;0,183;0,183;1999,939;0,183
288,200;0,000;0,000;0,000;0,000;22,000;-22,000;3321,000;0,061;0,183;1999,939;0,122
288,300;0,000;0,000;0,000;0,000;22,000;-22,000;3321,000;0,061;0,244;1999,939;0,122
288,400;0,000;0,000;0,000;0,000;22,000;-22,000;3321,000;-0,122;0,183;1999,939;0,061
288,500;0,000;0,000;0,000;0,000;22,000;-22,000;3321,000;0,000;0,122;1999,939;0,122
288,600;0,000;0,000;0,000;0,000;22,000;-22,000;3321,000;0,061;0,061;1999,939;0,183
288,700;0,000;0,000;0,000;0,000;22,000;-22,000;3321,000;-0,061;0,183;1999,939;0,183
288,800;0,000;0,000;0,000;0,000;22,000;-22,000;3321,000;0,000;0,122;1999,939;0,183
288,900;0,000;0,000;0,000;0,000;22,000;-22,000;3321,000;-0,061;0,122;1999,939;0,183
289,000;0,000;0,000;0,000;0,000;22,000;-22,000;3321,000;0,061;0,183;1999,939;0,122
289,100;0,000;0,000;0,000;0,000;22,000;-22,000;3321,000;0,061;0,183;1999,939;0,183
289,200;0,000;0,000;0,000;0,000;22,000;-22,000;3312,771;0,122;0,183;1999,939;0,122
289,300;0,000;0,000;0,000;0,000;22,000;-22,000;3298,000;0,000;0,183;1999,939;0,122
289,400;0,000;0,000;0,000;0,000;22,000;-22,000;3298,000;0,000;0,122;1999,939;0,183
289,500;0,000;0,000;0,000;0,000;22,000;-22,000;3298,000;0,000;0,244;1999,939;0,000
289,600;0,000;0,000;0,000;0,000;22,000;-22,000;3298,000;0,000;0,183;1999,939;0,305
289,700;0,000;0,000;0,000;0,000;22,000;-22,000;3298,000;0,061;0,244;1999,939;0,183
289,800;0,000;0,000;0,000;0,000;22,000;-22,000;3298,000;0,000;0,183;1999,939;0,122
289,900;0,000;0,000;0,000;0,000;22,000;-22,000;3298,000;0,000;0,244;1999,939;0,122
290,000;0,000;0,000;0,000;0,000;22,000;-22,000;3298,000;0,000;0,122;1999,939;0,305
290,100;0,000;0,000;0,000;0,000;22,000;-22,000;3298,000;0,122;0,244;1999,939;0,122
290,200;0,000;0,000;0,000;0,000;22,000;-22,000;3298,000;0,061;0,183;1999,939;0,183
290,300;0,000;0,000;0,000;0,000;22,000;-22,000;3298,000;0,000;0,183;1999,939;0,183
290,400;0,000;0,000;0,000;0,000;22,000;-22,000;3298,000;0,061;0,244;1999,939;0,183
290,500;0,000;0,000;0,000;0,000;22,000;-22,000;3298,000;0,122;0,183;1999,939;0,122
290,600;0,000;0,000;0,000;0,000;22,000;-22,000;3298,000;-0,061;0,122;1999,939;0,122
290,700;0,000;0,000;0,000;0,000;22,000;-22,000;3298,000;0,000;0,244;1999,939;0,183
290,800;0,000;0,000;0,000;0,000;22,000;-22,000;3298,000;0,061;0,183;1999,939;0,183
290,900;0,000;0,000;0,000;0,000;22,000;-22,000;3298,000;-0,061;0,183;1999,939;0,183
291,000;0,000;0,000;0,000;0,000;22,000;-22,000;3298,000;0,061;0,305;1999,939;0,122
291,100;0,000;0,000;0,000;0,000;22,000;-22,000;3298,000;-0,061;0,061;1999,939;0,305
291,200;0,000;0,000;0,000;0,000;22,000;-22,000;3298,000;0,061;0,305;1999,939;0,122
291,300;0,000;0,000;0,000;0,000;22,000;-22,000;3298,000;0,061;0,183;1999,939;0,061
291,400;0,000;0,000;0,000;0,000;22,000;-22,000;3298,000;0,061;0,122;1999,939;0,122
291,500;0,000;0,000;0,000;0,000;22,000;-22,000;3289,771;0,000;0,061;1999,939;0,183
291,600;0,000;0,000;0,000;0,000;22,000;-22,000;3275,000;0,000;0,122;1999,939;0,061
291,700;0,000;0,000;0,000;0,000;22,000;-22,000;3275,000;0,061;0,183;1999,939;0,183
291,800;0,000;0,000;0,000;0,000;22,000;-22,000;3275,000;-0,061;0,183;1999,939;0,183
291,900;0,000;0,000;0,000;0,000;22,000;-22,000;3275,000;0,000;0,183;1999,939;0,183
292,000;0,000;0,000;0,000;0,000;22,000;-22,000;3275,000;0,000;0,183;1999,939;0,183
292,100;0,000;0,000;0,000;0,000;22,000;-22,000;3275,000;0,000;0,244;1999,939;0,183
292,200;0,000;0,000;0,000;0,000;22,000;-22,000;3275,000;0,000;0,183;1999,939;0,122
292,300;0,000;0,000;0,000;0,000;22,000;-22,000;3275,000;0,061;0,122;1999,939;0,122
292,400;0,000;0,000;0,000;0,000;22,000;-22,000;3275,000;0,061;0,183;1999,939;0,122
292,500;0,000;0,000;0,000;0,000;22,000;-22,000;3275,000;0,061;0,305;1999,939;0,183
292,600;0,000;0,000;0,000;0,000;22,000;-22,000;3275,000;0,061;0,183;1999,939;0,183
292,700;0,000;0,000;0,000;0,000;22,000;-22,000;3275,000;0,000;0,122;1999,939;0,122
292,800;0,000;0,000;0,000;0,000;22,000;-22,000;3275,000;0,122;0,183;1999,939;0,122
292,900;0,000;0,000;0,000;0,000;22,000;-22,000;3275,000;0,061;0,183;1999,939;0,122
293,000;0,000;0,000;0,000;0,000;22,000;-22,000;3275,000;0,000;0,244;1999,939;0,183
293,100;0,000;0,000;0,000;0,000;22,000;-22,000;3275,000;0,000;0,183;1999,939;0,122
293,200;0,000;0,000;0,000;0,000;22,000;-22,000;3275,000;0,000;0,183;1999,939;0,122
293,300;0,000;0,000;0,000;0,000;22,000;-22,000;3275,000;0,000;0,183;1999,939;0,183
293,400;0,000;0,000;0,000;0,000;22,000;-22,000;3266,771;0,000;0,183;1999,939;0,183
293,500;0,000;0,000;0,000;0,000;22,000;-22,000;3252,000;0,000;0,122;1999,939;0,183
293,600;0,000;0,000;0,000;0,000;22,000;-22,000;3252,000;0,000;0,244;1999,939;0,061
293,700;0,000;0,000;0,000;0,000;22,000;-22,000;3252,000;0,061;0,183;1999,939;0,244
293,800;0,000;0,000;0,000;0,000;22,000;-22,000;3252,000;-0,122;0,183;1999,939;0,000
293,900;0,000;0,000;0,000;0,000;22,000;-22,000;3252,000;0,000;0,183;1999,939;0,061
294,000;0,000;0,000;0,000;0,000;22,000;-22,000;3252,000;0,061;0,183;1999,939;0,122
294,100;0,000;0,000;0,000;0,000;22,000;-22,000;3252,000;0,122;0,183;1999,939;0,183
294,200;0,000;0,000;0,000;0,000;22,000;-22,000;3252,000;0,061;0,183;1999,939;0,122
294,300;0,000;0,000;0,000;0,000;22,000;-22,000;3252,000;0,122;0,305;1999,939;0,183
294,400;0,000;0,000;0,000;0,000;22,000;-22,000;3252,000;0,061;0,244;1999,939;0,183
294,500;0,000;0,000;0,000;0,000;22,000;-22,000;3252,000;0,000;0,183;1999,939;0,183
294,600;0,000;0,000;0,000;0,000;22,000;-22,000;3252,000;0,000;0,122;1999,939;0,183
294,700;0,000;0,000;0,000;0,000;22,000;-22,000;3252,000;0,061;0,244;1999,939;0,183
294,800;0,000;0,000;0,000;0,000;22,000;-22,000;3252,000;0,000;0,061;1999,939;0,244
294,900;0,000;0,000;0,000;0,000;22,000;-22,000;3252,000;0,061;0,244;1999,939;0,183
295,000;0,000;0,000;0,000;0,000;22,000;-22,000;3252,000;0,000;0,244;1999,939;0,122
295,100;0,000;0,000;0,000;0,000;22,000;-22,000;3252,000;0,061;0,183;1999,939;0,305
295,200;0,000;0,000;0,000;0,000;22,000;-22,000;3252,000;-0,122;0,061;1999,939;0,183
295,300;0,000;0,000;0,000;0,000;22,000;-22,000;3252,000;0,000;0,122;1999,939;0,061
295,400;0,000;0,000;0,000;0,000;22,000;-22,000;3252,000;0,000;0,183;1999,939;0,183
295,500;0,000;0,000;0,000;0,000;22,000;-22,000;3252,000;0,000;0,183;1999,939;0,244
295,600;0,000;0,000;0,000;0,000;22,000;-22,000;3252,000;0,061;0,305;1999,939;0,183
295,700;0,000;0,000;0,000;0,000;22,000;-22,000;3252,000;-0,061;0,183;1999,939;0,183
295,800;0,000;0,000;0,000;0,000;22,000;-22,000;3252,000;0,061;0,183;1999,939;0,122
295,900;0,000;0,000;0,000;0,000;22,000;-22,000;3252,000;0,122;0,244;1999,939;0,183
296,000;0,000;0,000;0,000;0,000;22,000;-22,000;3252,000;-0,061;0,183;1999,939;0,183
296,100;0,000;0,000;0,000;0,000;22,000;-22,000;3244,128;0,000;0,122;1999,939;0,000
296,200;0,000;0,000;0,000;0,000;22,000;-22,000;3230,000;0,061;0,183;1999,939;0,122
296,300;0,000;0,000;0,000;0,000;22,000;-22,000;3230,000;0,061;0,305;1999,939;0,122
296,400;0,000;0,000;0,000;0,000;22,000;-22,000;3230,000;-0,061;0,122;1999,939;0,244
296,500;0,000;0,000;0,000;0,000;22,000;-22,000;3230,000;0,122;0,244;1999,939;0,183
296,600;0,000;0,000;0,000;0,000;22,000;-22,000;3230,000;0,183;0,183;1999,939;0,183
296,700;0,000;0,000;0,000;0,000;22,000;-22,000;3230,000;0,061;0,122;1999,939;0,305
296,800;0,000;0,000;0,000;0,000;22,000;-22,000;3230,000;0,122;0,061;1999,939;0,244
296,900;0,000;0,000;0,000;0,000;22,000;-22,000;3230,000;-0,061;0,244;1999,939;0,122
297,000;0,000;0,000;0,000;0,000;22,000;-22,000;3230,000;0,061;0,244;1999,939;0,183
297,100;0,000;0,000;0,000;0,000;22,000;-22,000;3230,000;0,183;0,244;1999,939;0,061
297,200;0,000;0,000;0,000;0,000;22,000;-22,000;3230,000;0,061;0,183;1999,939;0,122
297,300;0,000;0,000;0,000;0,000;22,000;-22,000;3230,000;0,061;0,305;1999,939;0,183
297,400;0,000;0,000;0,000;0,000;22,000;-22,000;3230,000;0,061;0,061;1999,939;0,183
297,500;0,000;0,000;0,000;0,000;22,000;-22,000;3230,000;-0,122;0,183;1999,939;0,122
297,600;0,000;0,000;0,000;0,000;22,000;-22,000;3230,000;0,061;0,183;1999,939;0,244
297,700;0,000;0,000;0,000;0,000;22,000;-22,000;3230,000;0,061;0,061;1999,939;0,122
297,800;0,000;0,000;0,000;0,000;22,000;-22,000;3230,000;0,000;0,183;1999,939;0,122
297,900;0,000;0,000;0,000;0,000;22,000;-22,000;3230,000;0,061;0,122;1999,939;0,183
298,000;0,000;0,000;0,000;0,000;22,000;-22,000;3230,000;-0,061;0,183;1999,939;0,244
298,100;0,000;0,000;0,000;0,000;22,000;-22,000;3230,000;-0,061;0,122;1999,939;0,244
298,200;0,000;0,000;0,000;0,000;22,000;-22,000;3230,000;0,000;0,122;1999,939;0,122
298,300;0,000;0,000;0,000;0,000;22,000;-22,000;3221,771;0,061;0,183;1999,939;0,122
298,400;0,000;0,000;0,000;0,000;22,000;-22,000;3215,229;0,122;0,183;1999,939;0,122
298,500;0,000;0,000;0,000;0,000;22,000;-22,000;3221,771;0,183;0,183;1999,939;0,122
298,600;0,000;0,000;0,000;0,000;22,000;-22,000;3215,229;0,000;0,183;1999,939;0,122
298,700;0,000;0,000;0,000;0,000;22,000;-22,000;3230,000;0,061;0,122;1999,939;0,183
298,800;0,000;0,000;0,000;0,000;22,000;-22,000;3221,771;0,000;0,122;1999,939;0,183
298,900;0,000;0,000;0,000;0,000;22,000;-22,000;3215,229;0,000;0,122;1999,939;0,244
299,000;0,000;0,000;0,000;0,000;22,000;-22,000;3221,771;0,061;0,183;1999,939;0,244
299,100;0,000;0,000;0,000;0,000;22,000;-22,000;3207,000;0,183;0,183;1999,939;0,122
299,200;0,000;0,000;0,000;0,000;22,000;-22,000;3207,000;0,000;0,122;1999,939;0,122
299,300;0,000;0,000;0,000;0,000;22,000;-22,000;3207,000;0,122;0,305;1999,939;0,244
299,400;0,000;0,000;0,000;0,000;22,000;-22,000;3207,000;0,000;0,122;1999,939;0,183
299,500;0,000;0,000;0,000;0,000;22,000;-22,000;3207,000;0,122;0,244;1999,939;0,183
299,600;0,000;0,000;0,000;0,000;22,000;-22,000;3207,000;0,061;0,122;1999,939;0,183
299,700;0,000;0,000;0,000;0,000;22,000;-22,000;3207,000;0,000;0,244;1999,939;0,122
299,800;0,000;0,000;0,000;0,000;22,000;-22,000;3207,000;-0,061;0,183;1999,939;0,183
299,900;0,000;0,000;0,000;0,000;22,000;-22,000;3207,000;0,061;0,305;1999,939;0,122
300,000;0,000;0,000;0,000;0,000;22,000;-22,000;3207,000;0,122;0,183;1999,939;0,183
300,100;0,000;0,000;0,000;0,000;22,000;-22,000;3207,000;0,122;0,183;1999,939;0,122
300,200;0,000;0,000;0,000;0,000;22,000;-22,000;3207,000;0,122;0,244;1999,939;0,183
300,300;0,000;0,000;0,000;0,000;22,000;-22,000;3207,000;0,000;0,183;1999,939;0,183
300,400;0,000;0,000;0,000;0,000;22,000;-22,000;3207,000;0,122;0,183;1999,939;0,244
300,500;0,000;0,000;0,000;0,000;22,000;-22,000;3207,000;0,000;0,183;1999,939;0,183
300,600;0,000;0,000;0,000;0,000;22,000;-22,000;3207,000;0,061;0,122;1999,939;0,122
300,700;0,000;0,000;0,000;0,000;22,000;-22,000;3207,000;0,000;0,183;1999,939;0,183
300,800;0,000;0,000;0,000;0,000;22,000;-22,000;3207,000;0,061;0,305;1999,939;0,183
300,900;0,000;0,000;0,000;0,000;22,000;-22,000;3207,000;0,061;0,183;1999,939;0,244
301,000;0,000;0,000;0,000;0,000;22,000;-22,000;3207,000;0,061;0,122;1999,939;0,183
301,100;0,000;0,000;0,000;0,000;22,000;-22,000;3207,000;0,000;0,061;1999,939;0,244
301,200;0,000;0,000;0,000;0,000;22,000;-22,000;3198,771;0,000;0,244;1999,939;0,122
301,300;0,000;0,000;0,000;0,000;22,000;-22,000;3192,229;0,122;0,244;1999,939;0,183
301,400;0,000;0,000;0,000;0,000;22,000;-22,000;3198,771;0,061;0,244;1999,939;0,183
301,500;0,000;0,000;0,000;0,000;22,000;-22,000;3184,000;0,122;0,122;1999,939;0,122
301,600;0,000;0,000;0,000;0,000;22,000;-22,000;3184,000;0,122;0,183;1999,939;0,183
301,700;0,000;0,000;0,000;0,000;22,000;-22,000;3184,000;0,061;0,183;1999,939;0,122
301,800;0,000;0,000;0,000;0,000;22,000;-22,000;3184,000;-0,122;0,122;1999,939;0,183
301,900;0,000;0,000;0,000;0,000;22,000;-22,000;3184,000;0,000;0,244;1999,939;0,122
302,000;0,000;0,000;0,000;0,000;22,000;-22,000;3184,000;0,122;0,183;1999,939;0,244
302,100;0,000;0,000;0,000;0,000;22,000;-22,000;3184,000;0,000;0,183;1999,939;0,244
302,200;0,000;0,000;0,000;0,000;22,000;-22,000;3184,000;0,061;0,244;1999,939;0,183
302,300;0,000;0,000;0,000;0,000;22,000;-22,000;3184,000;0,061;0,244;1999,939;0,183
302,400;0,000;0,000;0,000;0,000;22,000;-22,000;3184,000;0,122;0,183;1999,939;0,244
302,500;0,000;0,000;0,000;0,000;22,000;-22,000;3184,000;0,000;0,183;1999,939;0,061
302,600;0,000;0,000;0,000;0,000;22,000;-22,000;3184,000;0,061;0,244;1999,939;0,244
302,700;0,000;0,000;0,000;0,000;22,000;-22,000;3184,000;0,061;0,183;1999,939;0,183
302,800;0,000;0,000;0,000;0,000;22,000;-22,000;3184,000;0,000;0,183;1999,939;0,305
302,900;0,000;0,000;0,000;0,000;22,000;-22,000;3184,000;0,000;0,244;1999,939;0,122
303,000;0,000;0,000;0,000;0,000;22,000;-22,000;3184,000;0,000;0,183;1999,939;0,305
303,100;0,000;0,000;0,000;0,000;22,000;-22,000;3184,000;0,061;0,183;1999,939;0,183
303,200;0,000;0,000;0,000;0,000;22,000;-22,000;3184,000;-0,061;0,183;1999,939;0,183
303,300;0,000;0,000;0,000;0,000;22,000;-22,000;3184,000;0,000;0,183;1999,939;0,183
303,400;0,000;0,000;0,000;0,000;22,000;-22,000;3184,000;0,061;0,183;1999,939;0,244
303,500;0,000;0,000;0,000;0,000;22,000;-22,000;3184,000;0,000;0,244;1999,939;0,183
303,600;0,000;0,000;0,000;0,000;22,000;-22,000;3184,000;0,000;0,183;1999,939;0,061
303,700;0,000;0,000;0,000;0,000;22,000;-22,000;3175,771;0,000;0,183;1999,939;0,244
303,800;0,000;0,000;0,000;0,000;22,000;-22,000;3169,229;-0,061;0,183;1999,939;0,122
303,900;0,000;0,000;0,000;0,000;22,000;-22,000;3184,000;0,061;0,244;1999,939;0,122
304,000;0,000;0,000;0,000;0,000;22,000;-22,000;3175,771;0,000;0,122;1999,939;0,183
304,100;0,000;0,000;0,000;0,000;22,000;-22,000;3161,000;0,061;0,183;1999,939;0,061
304,200;0,000;0,000;0,000;0,000;22,000;-22,000;3161,000;0,061;0,183;1999,939;0,183
304,300;0,000;0,000;0,000;0,000;22,000;-22,000;3161,000;-0,061;0,183;1999,939;0,244
304,400;0,000;0,000;0,000;0,000;22,000;-22,000;3161,000;0,122;0,305;1999,939;0,122
304,500;0,000;0,000;0,000;0,000;22,000;-22,000;3161,000;0,061;0,122;1999,939;0,061
304,600;0,000;0,000;0,000;0,000;22,000;-22,000;3161,000;0,061;0,183;1999,939;0,183
304,700;0,000;0,000;0,000;0,000;22,000;-22,000;3161,000;0,000;0,122;1999,939;0,244
304,800;0,000;0,000;0,000;0,000;22,000;-22,000;3161,000;0,183;0,183;1999,939;0,122
304,900;0,000;0,000;0,000;0,000;22,000;-22,000;3161,000;0,000;0,244;1999,939;0,183
305,000;0,000;0,000;0,000;0,000;22,000;-22,000;3161,000;0,000;0,183;1999,939;0,122
305,100;0,000;0,000;0,000;0,000;22,000;-22,000;3161,000;0,000;0,183;1999,939;0,122
305,200;0,000;0,000;0,000;0,000;22,000;-22,000;3161,000;0,000;0,183;1999,939;0,122
305,300;0,000;0,000;0,000;0,000;22,000;-22,000;3161,000;0,000;0,122;1999,939;0,305
305,400;0,000;0,000;0,000;0,000;22,000;-22,000;3161,000;0,000;0,183;1999,939;0,305
305,500;0,000;0,000;0,000;0,000;22,000;-22,000;3161,000;0,061;0,122;1999,939;0,122
305,600;0,000;0,000;0,000;0,000;22,000;-22,000;3161,000;-0,061;0,244;1999,939;0,183
305,700;0,000;0,000;0,000;0,000;22,000;-22,000;3161,000;0,122;0,183;1999,939;0,305
305,800;0,000;0,000;0,000;0,000;22,000;-22,000;3161,000;0,000;0,183;1999,939;0,183
305,900;0,000;0,000;0,000;0,000;22,000;-22,000;3161,000;0,000;0,122;1999,939;0,183
306,000;0,000;0,000;0,000;0,000;22,000;-22,000;3161,000;0,061;0,305;1999,939;0,061
306,100;0,000;0,000;0,000;0,000;22,000;-22,000;3161,000;0,000;0,244;1999,939;0,244
306,200;0,000;0,000;0,000;0,000;22,000;-22,000;3161,000;-0,061;0,244;1999,939;0,122
306,300;0,000;0,000;0,000;0,000;22,000;-22,000;3161,000;-0,061;0,183;1999,939;0,122
306,400;0,000;0,000;0,000;0,000;22,000;-22,000;3161,000;0,000;0,122;1999,939;0,122
306,500;0,000;0,000;0,000;0,000;22,000;-22,000;3161,000;0,000;0,244;1999,939;0,244
306,600;0,000;0,000;0,000;0,000;22,000;-22,000;3161,000;0,000;0,244;1999,939;0,183
306,700;0,000;0,000;0,000;0,000;22,000;-22,000;3161,000;0,183;0,244;1999,939;0,122
306,800;0,000;0,000;0,000;0,000;22,000;-22,000;3161,000;0,122;0,305;1999,939;0,183
306,900;0,000;0,000;0,000;0,000;22,000;-22,000;3153,128;0,122;0,122;1999,939;0,122
307,000;0,000;0,000;0,000;0,000;22,000;-22,000;3139,000;0,061;0,061;1999,939;0,122
307,100;0,000;0,000;0,000;0,000;22,000;-22,000;3139,000;0,061;0,183;1999,939;0,122
307,200;0,000;0,000;0,000;0,000;22,000;-22,000;3139,000;0,061;0,122;1999,939;0,183
307,300;0,000;0,000;0,000;0,000;22,000;-22,000;3139,000;-0,061;0,244;1999,939;0,122
307,400;0,000;0,000;0,000;0,000;22,000;-22,000;3139,000;0,000;0,244;1999,939;0,061
307,500;0,000;0,000;0,000;0,000;22,000;-22,000;3139,000;0,000;0,183;1999,939;0,183
307,600;0,000;0,000;0,000;0,000;22,000;-22,000;3139,000;0,061;0,183;1999,939;0,183
307,700;0,000;0,000;0,000;0,000;22,000;-22,000;3139,000;0,000;0,244;1999,939;0,122
307,800;0,000;0,000;0,000;0,000;22,000;-22,000;3139,000;0,061;0,122;1999,939;0,183
307,900;0,000;0,000;0,000;0,000;22,000;-22,000;3139,000;0,000;0,244;1999,939;0,122
308,000;0,000;0,000;0,000;0,000;22,000;-22,000;3139,000;0,000;0,122;1999,939;0,061
308,100;0,000;0,000;0,000;0,000;22,000;-22,000;3139,000;0,061;0,183;1999,939;0,061
308,200;0,000;0,000;0,000;0,000;22,000;-22,000;3139,000;0,061;0,183;1999,939;0,061
308,300;0,000;0,000;0,000;0,000;22,000;-22,000;3139,000;0,000;0,183;1999,939;0,183
308,400;0,000;0,000;0,000;0,000;22,000;-22,000;3139,000;-0,061;0,183;1999,939;0,122
308,500;0,000;0,000;0,000;0,000;22,000;-22,000;3139,000;0,061;0,244;1999,939;0,244
308,600;0,000;0,000;0,000;0,000;22,000;-22,000;3139,000;0,000;0,183;1999,939;0,244
308,700;0,000;0,000;0,000;0,000;22,000;-22,000;3139,000;0,122;0,305;1999,939;0,183
308,800;0,000;0,000;0,000;0,000;22,000;-22,000;3139,000;0,183;0,183;1999,939;0,183
308,900;0,000;0,000;0,000;0,000;22,000;-22,000;3139,000;0,000;0,061;1999,939;0,183
309,000;0,000;0,000;0,000;0,000;22,000;-22,000;3139,000;0,061;0,000;1999,939;0,244
309,100;0,000;0,000;0,000;0,000;22,000;-22,000;3139,000;0,000;0,061;1999,939;0,244
309,200;0,000;0,000;0,000;0,000;22,000;-22,000;3139,000;0,183;0,183;1999,939;0,244
309,300;0,000;0,000;0,000;0,000;22,000;-22,000;3139,000;0,000;0,183;1999,939;0,183
309,400;0,000;0,000;0,000;0,000;22,000;-22,000;3139,000;0,061;0,305;1999,939;0,183
309,500;0,000;0,000;0,000;0,000;22,000;-22,000;3139,000;0,000;0,122;1999,939;0,183
309,600;0,000;0,000;0,000;0,000;22,000;-22,000;3139,000;0,000;0,183;1999,939;0,244
309,700;0,000;0,000;0,000;0,000;22,000;-22,000;3139,000;0,000;0,183;1999,939;0,244
309,800;0,000;0,000;0,000;0,000;22,000;-22,000;3139,000;0,000;0,183;1999,939;0,122
309,900;0,000;0,000;0,000;0,000;22,000;-22,000;3130,771;0,061;0,122;1999,939;0,122
310,000;0,000;0,000;0,000;0,000;22,000;-22,000;3116,000;0,061;0,122;1999,939;0,122
310,100;0,000;0,000;0,000;0,000;22,000;-22,000;3116,000;0,000;0,183;1999,939;0,122
310,200;0,000;0,000;0,000;0,000;22,000;-22,000;3124,229;-0,061;0,305;1999,939;0,122
310,300;0,000;0,000;0,000;0,000;22,000;-22,000;3130,771;0,000;0,183;1999,939;0,183
310,400;0,000;0,000;0,000;0,000;22,000;-22,000;3116,000;0,122;0,244;1999,939;0,183
310,500;0,000;0,000;0,000;0,000;22,000;-22,000;3116,000;0,000;0,122;1999,939;0,183
310,600;0,000;0,000;0,000;0,000;22,000;-22,000;3116,000;0,000;0,122;1999,939;0,122
310,700;0,000;0,000;0,000;0,000;22,000;-22,000;3116,000;0,061;0,305;1999,939;0,183
310,800;0,000;0,000;0,000;0,000;22,000;-22,000;3116,000;0,122;0,183;1999,939;0,122
310,900;0,000;0,000;0,000;0,000;22,000;-22,000;3116,000;0,061;0,183;1999,939;0,244
311,000;0,000;0,000;0,000;0,000;22,000;-22,000;3116,000;0,061;0,183;1999,939;0,183
311,100;0,000;0,000;0,000;0,000;22,000;-22,000;3116,000;0,000;0,183;1999,939;0,122
311,200;0,000;0,000;0,000;0,000;22,000;-22,000;3116,000;0,000;0,183;1999,939;0,122
311,300;0,000;0,000;0,000;0,000;22,000;-22,000;3116,000;0,122;0,183;1999,939;0,061
311,400;0,000;0,000;0,000;0,000;22,000;-22,000;3116,000;0,183;0,244;1999,939;0,061
311,500;0,000;0,000;0,000;0,000;22,000;-22,000;3116,000;0,122;0,244;1999,939;0,183
311,600;0,000;0,000;0,000;0,000;22,000;-22,000;3116,000;0,061;0,122;1999,939;0,122
311,700;0,000;0,000;0,000;0,000;22,000;-22,000;3116,000;0,061;0,183;1999,939;0,366
311,800;0,000;0,000;0,000;0,000;22,000;-22,000;3116,000;0,000;0,122;1999,939;0,183
311,900;0,000;0,000;0,000;0,000;22,000;-22,000;3116,000;0,000;0,183;1999,939;0,244
312,000;0,000;0,000;0,000;0,000;22,000;-22,000;3116,000;0,000;0,183;1999,939;0,244
312,100;0,000;0,000;0,000;0,000;22,000;-22,000;3116,000;0,061;0,183;1999,939;0,122
312,200;0,000;0,000;0,000;0,000;22,000;-22,000;3116,000;0,061;0,244;1999,939;0,122
